Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDC56,OUT027,3502.8884
FDK27,OUT018,1712.1382
NCK18,OUT017,3094.611
FDB52,OUT019,609.8308
DRG25,OUT027,6251.154
FDZ13,OUT049,948.20825
FDB57,OUT019,1085.2139
FDR40,OUT046,1594.6068
NCO14,OUT019,9.406703
NCN19,OUT045,3005.0244
FDQ28,OUT019,488.43207
FDO13,OUT018,2887.745
FDK48,OUT013,1263.375
FDU07,OUT018,2417.5366
FDW20,OUT046,2129.119
FDV12,OUT010,146.9687
FDH24,OUT013,2589.069
FDV59,OUT049,3479.4546
FDK57,OUT045,1696.5839
FDL16,OUT027,1097.7228
NCQ17,OUT046,2527.0093
FDJ15,OUT018,1871.65
FDX24,OUT049,1463.8223
FDT47,OUT046,2287.565
FDT10,OUT049,802.9348
FDZ37,OUT018,1574.7516
FDW43,OUT027,7190.1743
DRN36,OUT017,1686.0812
FDJ14,OUT045,1458.676
FDA32,OUT013,3114.591
FDJ38,OUT019,281.81375
FDQ57,OUT017,2094.6873
NCQ41,OUT019,480.50613
FDG56,OUT049,920.57825
DRC13,OUT027,2389.6523
FDV55,OUT035,2253.7422
FDQ49,OUT045,2765.5552
FDE29,OUT010,164.30838
FDR03,OUT013,5330.9595
FDD45,OUT049,1293.4565
FDN38,OUT010,421.16406
FDT56,OUT046,826.5282
FDT48,OUT045,3494.8914
FDU03,OUT049,3062.4734
FDC56,OUT010,70.21239
NCO43,OUT027,2461.448
FDQ27,OUT017,2207.2617
FDR03,OUT046,3858.7295
DRH23,OUT010,287.073
FDG22,OUT045,638.89355
NCJ42,OUT013,1612.7778
FDR24,OUT046,1357.154
FDW60,OUT035,2340.5076
FDJ08,OUT013,2988.7942
DRL59,OUT018,670.8587
FDG60,OUT010,102.18333
FDW27,OUT017,2888.0864
FDX14,OUT018,999.80176
FDC20,OUT013,917.53955
NCS29,OUT018,1588.5233
FDJ56,OUT046,1608.04
FDB20,OUT019,180.82527
FDL28,OUT027,6796.618
FDW01,OUT018,1725.1937
FDL03,OUT046,2242.5278
FDX22,OUT049,4122.1157
FDJ21,OUT035,3313.52
FDR31,OUT045,2734.4167
FDG21,OUT035,3250.6077
FDS22,OUT027,971.7986
FDK08,OUT035,1649.8953
FDE17,OUT018,2541.0378
NCN30,OUT017,1688.7072
FDT50,OUT046,1480.8673
NCX42,OUT049,3761.2354
FDJ12,OUT035,3992.3674
NCA18,OUT027,2995.054
FDP23,OUT019,-200.09888
FDX12,OUT013,3661.426
FDN40,OUT018,2250.8752
FDV48,OUT035,1415.3584
NCY54,OUT013,2706.8782
FDL16,OUT010,156.29192
FDR45,OUT018,3469.1643
FDJ52,OUT046,2108.7622
DRG01,OUT017,1373.2526
FDP52,OUT013,5279.5054
FDU58,OUT017,3286.5024
FDL02,OUT045,2117.7073
FDG28,OUT013,3735.184
FDA19,OUT035,2072.328
FDW46,OUT027,1902.599
NCD43,OUT049,1837.7075
DRG39,OUT013,903.65826
NCF55,OUT049,706.4779
FDJ07,OUT046,1796.2769
FDE08,OUT046,2764.6506
FDP56,OUT019,131.13649
FDT45,OUT045,518.8096
FDF17,OUT018,2376.1328
FDX44,OUT046,1490.1042
FDM28,OUT027,5104.6104
FDI36,OUT049,2963.9424
FDS07,OUT045,1716.0868
FDD36,OUT045,1867.4078
FDW11,OUT046,988.3971
FDN40,OUT049,2669.5312
NCQ18,OUT049,1557.2794
NCQ54,OUT017,3370.3677
NCS42,OUT045,1384.2205
DRH39,OUT010,215.55316
FDC09,OUT027,2511.1929
FDT08,OUT010,488.41846
FDC08,OUT035,4546.9688
FDT20,OUT017,650.85767
FDS35,OUT035,1140.2389
FDX58,OUT018,3151.7021
FDW58,OUT046,1768.136
DRD27,OUT046,1574.7809
FDH32,OUT019,232.4746
FDS26,OUT035,4930.2417
FDQ31,OUT046,1424.9158
FDP11,OUT018,3013.0664
FDD58,OUT017,1812.6232
FDM33,OUT045,4069.2395
FDZ16,OUT049,3489.3433
NCS29,OUT010,1002.91296
NCM18,OUT019,172.8
FDP11,OUT049,4448.1597
NCC42,OUT017,2219.2786
DRM23,OUT046,2716.7144
NCN55,OUT027,6239.9585
FDK46,OUT013,4527.544
FDR01,OUT046,3048.8572
NCA05,OUT045,1192.3768
NCP43,OUT017,3228.726
FDR12,OUT010,527.94403
FDQ01,OUT013,3078.8865
FDM13,OUT046,1963.7375
FDQ19,OUT017,3770.7266
FDK56,OUT019,646.91174
NCX06,OUT010,513.22076
FDO56,OUT027,3152.9187
FDU45,OUT045,1979.2423
FDI16,OUT019,173.44601
FDL32,OUT046,1684.3522
FDA07,OUT046,1758.9838
FDA14,OUT045,2189.0225
FDV46,OUT027,3934.507
NCO07,OUT035,4690.1836
NCP41,OUT046,1753.8989
FDY60,OUT018,1547.8398
FDN38,OUT017,3165.9116
FDO15,OUT046,957.66925
FDT60,OUT013,1910.7245
FDA55,OUT035,4321.1006
FDE02,OUT010,268.78363
DRJ39,OUT049,3798.5327
FDV34,OUT035,1295.4922
FDS20,OUT027,5685.7227
FDF02,OUT027,2934.2388
FDW40,OUT017,2578.3428
NCB43,OUT046,3057.8682
FDR58,OUT017,1762.847
DRJ59,OUT035,399.06442
NCD30,OUT017,1721.5101
FDE14,OUT017,1755.0153
FDC28,OUT018,1146.2194
FDU16,OUT018,1079.4932
NCD19,OUT035,908.8152
FDU21,OUT046,545.23615
FDV59,OUT027,4728.577
FDU03,OUT045,3479.5667
FDC33,OUT010,-464.57434
NCR42,OUT035,618.33325
DRH59,OUT035,995.16486
NCM31,OUT035,1845.2288
FDS50,OUT035,4295.319
FDP39,OUT046,1201.7732
FDQ55,OUT013,2083.5554
FDV36,OUT019,261.39154
FDI05,OUT027,2483.7678
FDS45,OUT027,2705.0237
FDA39,OUT045,518.72504
FDC37,OUT010,237.71603
FDJ60,OUT027,4269.82
DRQ35,OUT046,2573.9805
NCJ06,OUT046,1304.2798
NCY42,OUT018,2429.8406
DRM37,OUT049,2909.3828
FDR14,OUT045,669.4728
FDE51,OUT049,483.23712
FDT33,OUT017,3104.199
FDR08,OUT013,2008.722
FDE36,OUT010,-163.68137
FDL22,OUT019,270.06693
FDR44,OUT013,1888.0867
FDI56,OUT019,318.1445
FDE47,OUT010,239.4159
FDV27,OUT010,46.396706
FDV10,OUT049,882.99304
FDC40,OUT045,1164.9775
NCX41,OUT013,3286.194
NCQ38,OUT027,2285.6501
FDV12,OUT027,2625.1763
FDE52,OUT017,1497.8174
FDG20,OUT027,4109.2246
FDV16,OUT027,890.3444
FDI32,OUT017,2416.6025
FDJ32,OUT049,810.1899
FDN39,OUT018,1724.9215
FDY34,OUT017,3109.0647
FDC14,OUT035,577.63226
FDA55,OUT017,4135.0986
FDZ50,OUT010,890.6687
DRG13,OUT049,2671.1406
FDP01,OUT013,2443.6262
NCG54,OUT017,3339.8677
FDM13,OUT045,1334.476
NCO18,OUT027,4249.521
NCW41,OUT013,2403.7786
FDM52,OUT027,3507.623
NCF55,OUT035,880.9664
FDT09,OUT046,2352.0557
NCM19,OUT035,2173.108
FDW12,OUT018,1944.1123
FDP15,OUT019,1772.97
FDK36,OUT045,764.0426
FDZ25,OUT035,3340.864
NCW06,OUT049,3734.4568
FDW60,OUT046,2105.9746
DRC49,OUT013,2152.2832
NCT17,OUT035,3718.816
NCN06,OUT018,2917.667
FDC45,OUT013,2948.3936
DRJ47,OUT019,416.79825
NCF06,OUT045,4036.008
FDE21,OUT010,229.5642
DRG27,OUT013,808.40924
FDW40,OUT049,2480.6602
NCO53,OUT046,3325.929
FDE23,OUT049,713.4071
FDQ16,OUT046,1748.7585
FDS26,OUT045,1816.0042
FDZ13,OUT010,203.05263
FDS14,OUT049,2226.5503
FDC10,OUT045,1710.6761
FDY16,OUT049,3595.732
FDJ20,OUT035,1943.9152
FDV43,OUT035,643.43054
FDZ32,OUT027,2451.4048
FDR23,OUT046,2448.6885
FDN24,OUT035,1009.1145
FDE34,OUT027,5761.609
FDU31,OUT013,3331.8755
FDW33,OUT018,1247.5464
FDU26,OUT046,1456.98
FDE20,OUT027,3783.9304
NCW05,OUT035,2486.1113
FDB22,OUT018,2277.0295
FDO56,OUT046,1733.7732
FDA19,OUT027,3756.4849
DRI39,OUT045,749.9056
FDH52,OUT018,825.1249
FDZ50,OUT035,3288.0366
NCN42,OUT035,2732.1313
FDB53,OUT013,2462.3606
DRG11,OUT017,1911.3766
DRK11,OUT027,3527.4888
FDQ60,OUT017,2279.0383
FDT36,OUT017,613.4471
DRG25,OUT018,2476.2607
DRJ23,OUT046,3678.985
FDG05,OUT035,2554.1118
NCK06,OUT018,1938.6879
FDU52,OUT017,2057.9097
FDW07,OUT018,1143.8851
NCM17,OUT045,453.53064
FDA22,OUT045,3653.131
NCA41,OUT018,3636.7407
FDF38,OUT035,533.7082
FDH52,OUT046,939.2657
FDY58,OUT019,751.7933
FDZ16,OUT045,3822.8018
NCM18,OUT017,866.5505
FDA22,OUT018,2853.962
NCJ43,OUT035,2896.972
FDI34,OUT027,5809.59
FDG56,OUT046,923.66327
FDS34,OUT046,1737.6807
DRC01,OUT035,786.74786
FDQ04,OUT035,676.2841
FDK04,OUT035,1077.6255
FDT51,OUT049,2026.4951
FDV26,OUT017,3089.291
FDS04,OUT049,2757.3977
FDW43,OUT018,4094.134
FDQ28,OUT010,560.4969
NCK06,OUT017,2003.7009
FDS23,OUT018,1826.1455
FDZ36,OUT019,313.80582
FDE56,OUT018,778.5037
FDW10,OUT027,5832.8345
NCN14,OUT045,2619.8342
NCQ18,OUT045,1547.242
FDW08,OUT017,1809.0525
FDU43,OUT035,4470.2803
FDR33,OUT010,241.7186
FDM24,OUT010,405.55695
NCZ05,OUT046,1429.5498
NCV41,OUT035,1814.3932
FDV11,OUT018,2225.5784
NCY05,OUT035,565.8503
FDV44,OUT018,2762.4583
FDW32,OUT049,1395.31
NCU18,OUT027,3505.6575
NCC43,OUT035,5791.2637
FDW19,OUT013,1769.9368
FDN31,OUT035,2824.5994
FDI48,OUT045,748.0468
FDS24,OUT017,1271.8416
FDF46,OUT049,1707.244
DRG23,OUT017,1913.0547
FDG14,OUT018,2250.7559
NCY30,OUT049,3384.1047
FDO28,OUT018,1826.6576
DRD24,OUT035,2019.2256
FDI33,OUT049,1792.5659
FDN32,OUT046,2481.0066
FDR16,OUT045,5187.231
FDF26,OUT046,2764.262
NCN29,OUT018,576.49304
FDE20,OUT045,3050.6575
FDA46,OUT046,3263.639
FDU28,OUT045,2300.3845
FDQ48,OUT045,1511.0596
FDV36,OUT013,2367.4382
FDR14,OUT018,405.60944
FDP23,OUT017,3780.2747
FDP56,OUT013,782.7461
FDK48,OUT010,151.49722
FDR48,OUT046,1861.2422
NCY29,OUT049,952.07904
FDM22,OUT018,672.85583
DRJ01,OUT013,2384.2974
FDZ43,OUT045,4560.1235
FDV03,OUT035,2283.2136
FDX11,OUT027,6306.7207
NCA41,OUT027,4630.542
FDE38,OUT017,2804.3494
FDI27,OUT018,679.0458
FDN32,OUT013,2690.5244
NCN43,OUT017,2233.3198
FDB47,OUT027,6284.923
FDV03,OUT017,2539.4763
NCN30,OUT045,1533.1748
NCV54,OUT010,124.13547
FDV07,OUT013,1390.7837
FDP07,OUT049,2914.123
FDK48,OUT018,1048.49
FDM15,OUT019,683.52527
FDY19,OUT027,3533.7913
FDK46,OUT046,3165.607
FDY11,OUT045,1032.6249
FDH09,OUT046,1049.1359
FDO08,OUT027,4084.481
FDU14,OUT013,4823.813
FDD22,OUT027,3188.0796
FDM27,OUT017,3096.748
FDL02,OUT027,2806.8638
NCA17,OUT035,2127.5479
FDE38,OUT019,172.025
NCG07,OUT049,3968.3208
DRC27,OUT013,3432.744
FDA27,OUT035,3294.5806
FDW40,OUT045,2364.6763
DRI11,OUT013,1894.6006
FDN50,OUT046,1448.142
FDR12,OUT046,2944.7148
FDT34,OUT027,3278.9526
FDW11,OUT035,918.64136
NCO30,OUT027,5809.897
FDZ34,OUT017,3704.0222
FDU45,OUT017,2271.4712
NCD42,OUT035,929.9572
FDX25,OUT045,2910.8435
NCR29,OUT046,961.51306
FDX43,OUT019,711.8901
FDB04,OUT010,310.88776
FDR49,OUT027,1792.6484
FDS39,OUT018,1865.6909
FDW58,OUT045,1298.3707
FDG22,OUT019,4.540904
FDG31,OUT017,977.0666
NCV53,OUT027,5543.554
DRJ37,OUT035,2306.9326
FDV07,OUT035,1883.3617
FDW52,OUT018,2425.0671
FDT15,OUT045,3341.2751
FDD02,OUT018,1565.9087
FDM16,OUT035,1508.965
NCE55,OUT046,3181.5195
FDB57,OUT018,3069.9531
FDQ04,OUT013,475.36353
FDQ47,OUT019,70.1736
FDY14,OUT019,1800.3424
DRK37,OUT017,4933.794
FDO25,OUT017,3792.0967
FDL57,OUT046,4402.2876
NCK29,OUT018,1756.7881
FDK46,OUT027,8766.188
NCB43,OUT010,505.55502
DRE01,OUT027,7859.29
FDC46,OUT018,3001.1846
FDQ23,OUT045,1595.016
FDX38,OUT049,946.8199
FDG60,OUT018,3208.149
FDW55,OUT017,4035.6829
FDP39,OUT013,709.6181
FDB20,OUT018,1198.0194
FDV21,OUT017,2408.5576
FDZ02,OUT013,1313.9541
FDP19,OUT027,4346.2246
FDA38,OUT035,3828.65
FDH22,OUT045,1883.2418
DRM11,OUT045,3919.2485
FDO12,OUT027,4995.308
FDT14,OUT049,2012.4369
FDW34,OUT010,17.019602
FDG04,OUT027,5347.832
FDW59,OUT018,1121.3978
FDR33,OUT018,1419.3484
FDP32,OUT013,2036.6925
FDL13,OUT027,7105.7725
FDD22,OUT013,1389.9559
FDV40,OUT027,1631.0028
NCD55,OUT046,465.85583
FDQ20,OUT010,48.578243
FDD28,OUT045,616.987
FDC39,OUT045,3469.6506
NCR17,OUT049,1886.2948
DRO35,OUT018,1534.8645
FDF40,OUT049,4402.2896
FDR31,OUT018,2259.2659
NCQ41,OUT017,3802.014
FDP38,OUT046,602.86163
NCU54,OUT027,6266.5493
FDG22,OUT018,359.83084
DRK59,OUT013,3285.9446
FDC37,OUT046,1988.0256
NCO42,OUT013,2198.3752
NCT42,OUT017,2168.4004
FDX27,OUT035,1670.71
FDV40,OUT018,906.7411
FDT45,OUT027,1951.7756
FDS47,OUT019,199.69583
FDR45,OUT035,4205.441
FDB03,OUT045,3867.9
FDO49,OUT035,244.72073
FDU60,OUT027,4632.708
FDB26,OUT018,856.965
FDB46,OUT017,3251.015
FDQ37,OUT019,861.24194
FDN03,OUT017,4661.7593
NCX30,OUT045,6030.728
FDK32,OUT019,-387.0868
DRM47,OUT013,2532.7708
NCO02,OUT046,958.08636
FDP04,OUT013,979.62067
NCO43,OUT049,2301.386
FDD59,OUT013,1413.9314
FDQ10,OUT017,3437.527
FDW45,OUT035,2747.243
NCK30,OUT049,5437.1665
FDU31,OUT018,2645.1226
NCQ17,OUT019,223.67723
FDN01,OUT017,2994.0725
FDZ19,OUT049,3025.663
DRG37,OUT017,2903.5278
FDE32,OUT045,415.39746
FDO34,OUT049,3002.13
FDM04,OUT019,175.48326
FDZ25,OUT049,2682.469
FDU08,OUT049,1687.4135
NCW30,OUT045,4795.82
NCM18,OUT013,820.922
FDS22,OUT035,516.4593
NCH18,OUT017,4742.6323
FDC23,OUT013,2982.9316
FDY46,OUT013,2663.1409
NCU06,OUT046,4639.678
FDX57,OUT045,1493.8643
FDX36,OUT027,5929.6675
FDL16,OUT045,784.81573
FDT16,OUT010,1678.7747
FDN16,OUT018,1135.9266
FDC03,OUT046,3284.362
DRF60,OUT013,3995.3315
FDS27,OUT027,5720.8296
FDP33,OUT010,555.4832
FDJ36,OUT018,1557.1238
NCR42,OUT013,351.2468
FDV14,OUT017,1214.2582
NCP42,OUT035,3272.738
FDB50,OUT027,2618.602
NCC30,OUT027,3976.0852
FDA23,OUT018,1564.4127
FDW16,OUT017,1397.9574
FDQ52,OUT010,352.79285
FDB58,OUT049,2352.0427
NCP29,OUT049,951.39575
NCM05,OUT045,4535.426
FDO25,OUT013,4014.0967
NCM54,OUT046,1780.0
NCL54,OUT046,2751.4136
FDL39,OUT010,291.4511
FDF53,OUT018,2423.3435
NCQ42,OUT035,2048.2222
FDF58,OUT013,1041.8036
FDZ04,OUT035,1075.3572
FDE26,OUT019,409.8903
FDS60,OUT017,3134.9097
FDV58,OUT017,3543.7812
FDM04,OUT045,886.3218
FDE08,OUT035,2206.4531
NCB43,OUT049,3226.1787
FDU11,OUT010,299.57993
FDF22,OUT019,193.48708
FDE24,OUT013,1836.5464
DRJ49,OUT046,2012.9954
NCQ53,OUT035,6148.579
NCL41,OUT013,496.19812
FDR22,OUT013,1907.9056
FDH04,OUT035,1528.7052
DRH15,OUT045,628.86584
FDY40,OUT049,952.47736
NCI17,OUT035,1916.0697
NCC18,OUT013,2674.2307
FDY28,OUT027,5555.059
FDB45,OUT027,2316.7249
NCL30,OUT018,1776.4686
FDM10,OUT017,3536.7131
FDH22,OUT027,3319.5442
NCZ53,OUT017,3690.6626
NCI18,OUT013,2998.9517
FDH14,OUT027,3605.4214
FDR36,OUT027,1089.4893
FDW01,OUT045,2445.1643
FDK02,OUT027,2614.1382
FDJ02,OUT018,1805.0409
FDU55,OUT013,4604.931
NCV18,OUT027,2461.6743
FDH14,OUT018,1894.1932
FDZ37,OUT045,1739.5481
FDX49,OUT049,2741.8313
NCD43,OUT046,1705.6526
FDZ07,OUT013,824.735
FDK43,OUT035,2271.3987
FDR32,OUT018,3645.686
FDT39,OUT013,1945.1041
NCV54,OUT017,2015.7607
FDF38,OUT018,290.81235
FDV60,OUT046,2567.3677
FDH44,OUT027,4273.869
FDS21,OUT046,809.19037
NCL41,OUT045,613.1839
FDM46,OUT017,1646.2002
FDU27,OUT045,925.0053
NCJ54,OUT017,4681.196
DRG51,OUT018,2190.805
NCA29,OUT019,314.59683
FDR47,OUT045,3561.2104
NCL19,OUT027,3425.8325
DRG01,OUT049,1318.4232
FDG10,OUT046,943.32495
NCV05,OUT049,2623.8313
NCH18,OUT019,4.0903244
FDV14,OUT018,1051.9789
DRJ23,OUT035,3661.3772
DRJ11,OUT046,2990.681
FDZ03,OUT017,3073.4224
FDI27,OUT010,146.31667
FDJ14,OUT018,1254.4163
FDU32,OUT017,1848.7373
FDD47,OUT027,4251.476
DRF36,OUT035,3109.0786
FDM21,OUT046,3535.4126
FDV10,OUT018,379.1514
FDH60,OUT018,2575.5674
FDX47,OUT010,398.75464
FDT19,OUT019,331.20895
FDO11,OUT045,4137.785
FDH24,OUT027,3215.686
FDL02,OUT018,1442.914
FDB02,OUT049,2491.4783
FDA43,OUT046,2788.0789
FDG52,OUT045,776.36426
DRC12,OUT013,2899.5396
FDY37,OUT018,1631.9508
NCU18,OUT045,1732.0809
FDU09,OUT035,1029.413
DRJ25,OUT027,1296.7709
DRE12,OUT018,695.3654
DRL47,OUT017,2328.5735
DRK01,OUT046,1617.6422
FDC22,OUT019,493.00735
FDG44,OUT013,891.3091
FDW04,OUT035,2063.031
FDK09,OUT049,4001.2996
NCN43,OUT035,2225.8975
FDG04,OUT049,3219.6626
FDH32,OUT010,286.93353
DRI47,OUT017,2869.9595
DRE15,OUT013,994.0421
FDY11,OUT035,1351.6791
FDO60,OUT049,754.99963
FDQ20,OUT018,563.71436
FDO57,OUT027,3499.0881
FDT14,OUT019,119.05521
FDA57,OUT049,812.0121
DRN35,OUT017,743.86694
FDJ03,OUT046,682.319
FDX28,OUT017,1614.1033
DRE25,OUT045,1363.5731
FDR09,OUT046,2470.8503
FDB23,OUT035,4643.9946
FDO08,OUT045,2424.637
FDQ23,OUT049,1679.1619
FDW04,OUT013,1859.4187
DRK13,OUT010,-17.704662
NCL17,OUT027,3517.0889
FDY21,OUT035,4387.363
FDJ38,OUT027,4255.544
FDA37,OUT019,485.09924
FDV43,OUT013,604.3948
FDL36,OUT046,1252.2163
FDD53,OUT045,598.19183
FDZ19,OUT010,510.40414
FDV21,OUT045,2199.7065
NCL54,OUT018,3508.8904
DRI47,OUT027,3248.0564
DRG03,OUT049,2207.35
FDG21,OUT013,2504.9485
FDW03,OUT018,2241.6072
NCI55,OUT046,2333.457
DRC36,OUT019,239.49998
FDH22,OUT017,1905.0715
FDV20,OUT045,2351.0942
NCU41,OUT027,4149.5845
FDN46,OUT027,2904.1333
FDK50,OUT045,2784.883
NCA05,OUT027,3509.1104
DRH01,OUT018,2396.6106
FDT08,OUT018,2253.9375
FDM08,OUT018,3373.2568
FDZ07,OUT035,905.77466
FDS22,OUT017,749.3027
FDV35,OUT027,4058.687
FDI28,OUT010,142.3593
FDW58,OUT027,2335.646
FDT52,OUT045,4630.6973
FDY34,OUT046,2482.2874
FDR10,OUT046,2823.285
FDK57,OUT017,1883.4109
FDR02,OUT027,2039.1079
FDX49,OUT046,4763.3643
FDQ20,OUT046,781.0607
DRK23,OUT045,4676.704
NCW06,OUT046,2905.426
FDR31,OUT017,2487.4363
NCE43,OUT013,3039.111
DRO59,OUT027,2125.923
FDN09,OUT049,4735.3496
FDR11,OUT046,2323.2732
FDO57,OUT013,3309.8613
NCX18,OUT017,2941.7957
FDB05,OUT018,3845.9028
FDQ08,OUT018,85.59301
NCG43,OUT035,1552.9124
FDJ56,OUT013,1636.6782
FDA13,OUT010,-47.418236
FDO56,OUT017,1911.8152
FDB37,OUT018,3971.781
FDZ02,OUT018,1212.7285
FDQ24,OUT046,4371.573
FDM16,OUT013,1449.803
FDU35,OUT049,1857.3541
FDT35,OUT035,3489.662
NCX30,OUT049,4679.2427
FDG04,OUT017,3183.4265
FDI12,OUT035,1555.2578
FDE35,OUT035,1206.5049
NCP14,OUT027,2561.668
NCY53,OUT045,1668.855
FDP49,OUT017,732.11035
FDQ04,OUT017,875.1347
FDM39,OUT035,3618.0378
FDO58,OUT019,52.653225
FDC56,OUT017,2222.518
NCQ54,OUT046,3634.4211
FDV10,OUT027,1105.4216
NCK17,OUT046,325.36737
NCF55,OUT027,724.1689
FDV33,OUT013,3629.3738
NCH29,OUT019,323.3469
FDA37,OUT027,3319.0308
FDH46,OUT018,1335.9264
FDS25,OUT035,1858.1058
FDH04,OUT027,2399.1853
FDX52,OUT046,3190.6624
NCD42,OUT017,740.8548
FDW47,OUT017,2155.5347
FDL25,OUT027,3182.048
NCJ06,OUT010,322.9987
FDY09,OUT013,3146.8096
FDS40,OUT046,635.9066
FDH41,OUT017,3575.1138
FDG38,OUT035,1477.0474
FDU03,OUT027,4531.4863
FDV20,OUT046,2155.3926
DRB13,OUT045,3556.4814
NCQ30,OUT013,1889.6603
NCH06,OUT013,3409.1094
FDU50,OUT018,1764.1116
NCO42,OUT019,245.19507
FDW09,OUT018,735.09045
FDH04,OUT013,1394.3329
FDC21,OUT045,1259.1521
FDL21,OUT049,655.1124
FDM46,OUT010,221.6905
FDT22,OUT019,164.01468
FDB28,OUT035,3962.5964
FDI12,OUT018,1320.8442
FDA28,OUT045,2238.468
FDF59,OUT013,1960.8059
FDM45,OUT027,3303.0024
FDQ56,OUT017,1481.3136
FDR46,OUT049,2582.4153
FDT01,OUT013,2523.304
FDD16,OUT027,1748.9613
NCU30,OUT010,157.23752
FDM40,OUT010,495.86765
FDI56,OUT035,1625.7789
NCS30,OUT013,2006.0942
FDU08,OUT017,1735.777
FDX51,OUT027,5643.0947
FDA43,OUT045,2838.9937
FDX59,OUT010,-55.800644
FDC37,OUT018,1293.1769
FDP58,OUT013,2366.5447
NCY42,OUT035,2532.839
FDF21,OUT018,2560.4663
FDU10,OUT027,999.99615
DRL47,OUT018,1867.7423
FDA58,OUT018,2943.4758
FDJ22,OUT049,3143.3242
FDK50,OUT046,2307.738
FDO38,OUT035,1302.1389
DRF60,OUT035,3573.9636
NCZ42,OUT019,1664.02
FDD35,OUT049,2023.7872
FDL25,OUT045,851.6124
FDJ16,OUT013,1046.6415
DRK59,OUT049,3937.8381
FDI50,OUT046,5408.6074
NCB19,OUT045,1339.5537
DRI37,OUT035,901.50867
FDA14,OUT027,3645.5981
FDC08,OUT018,3416.448
FDS45,OUT046,2605.088
FDI21,OUT049,1134.3815
DRJ47,OUT035,2758.9766
DRE37,OUT027,5306.287
FDT55,OUT018,3460.5234
NCG42,OUT027,3824.0908
FDA31,OUT049,2945.6104
NCW42,OUT046,3247.4414
FDF50,OUT017,2988.7593
FDK56,OUT049,3445.9924
FDX10,OUT035,424.76068
NCK07,OUT027,4050.1396
FDZ49,OUT017,3683.2253
FDR33,OUT013,1820.0597
FDO44,OUT018,1163.6857
FDA20,OUT046,3465.527
NCL30,OUT045,1987.8104
FDI05,OUT019,194.14185
FDQ12,OUT018,2673.5623
FDH47,OUT017,1899.4003
FDH34,OUT018,3136.7761
FDF29,OUT046,2270.2874
FDG40,OUT018,295.6636
NCE18,OUT017,5605.3267
FDP21,OUT010,315.19925
FDY50,OUT013,1432.6072
FDB36,OUT049,2020.3563
NCZ29,OUT049,2126.7263
FDU20,OUT018,1746.2
FDO56,OUT013,1748.4221
FDW31,OUT049,2772.205
DRH59,OUT013,1014.02075
NCB30,OUT017,3204.5735
FDK43,OUT027,3960.113
FDW43,OUT045,4325.9087
NCL19,OUT017,3057.054
FDJ27,OUT046,1549.8037
FDC45,OUT046,2527.351
FDY40,OUT035,782.7217
NCM41,OUT035,1528.2836
NCK18,OUT019,837.67444
FDP37,OUT049,2364.2637
FDA27,OUT027,6926.029
NCX30,OUT035,5360.403
FDR09,OUT017,4827.753
FDG08,OUT027,5836.913
NCU30,OUT013,2472.7676
FDB16,OUT017,1278.2301
FDM16,OUT017,1449.4247
FDC48,OUT013,1377.4509
NCF18,OUT046,2790.844
FDU46,OUT018,1078.5938
FDH41,OUT018,2741.11
NCN42,OUT010,507.18103
FDU49,OUT046,1743.3342
FDB20,OUT027,2176.1978
FDG50,OUT019,313.9394
FDW20,OUT045,1737.1971
NCO55,OUT049,1779.4233
FDX48,OUT046,2293.5771
FDU48,OUT046,2230.8005
FDR48,OUT019,221.22705
FDK27,OUT013,1889.9108
FDT35,OUT013,2616.9922
FDN12,OUT049,1693.6886
NCE31,OUT019,25.671534
FDL21,OUT017,752.1293
FDV56,OUT017,1990.084
FDR16,OUT017,3149.8345
NCP41,OUT049,1451.457
FDJ27,OUT013,1478.2295
FDA07,OUT017,1859.8236
FDK55,OUT049,1241.9805
FDM33,OUT049,4637.6416
FDY46,OUT046,2568.2717
FDD36,OUT046,1890.933
FDB12,OUT027,2836.8865
FDF28,OUT019,502.88318
NCE07,OUT019,380.98624
FDW50,OUT027,3676.7678
NCW18,OUT017,4372.9634
NCJ17,OUT019,202.29367
DRZ24,OUT010,350.06412
FDS07,OUT035,2153.157
NCW05,OUT010,634.7379
FDZ22,OUT018,1179.6083
FDK02,OUT046,1943.7517
FDZ45,OUT027,5234.791
FDL25,OUT046,969.8061
FDS08,OUT045,1006.5179
NCZ42,OUT027,8579.237
FDX57,OUT035,1733.517
FDF21,OUT046,3742.0952
FDJ56,OUT018,1224.7429
FDX10,OUT013,413.65945
DRG48,OUT035,2259.2083
DRN37,OUT046,2351.362
NCY41,OUT018,211.95474
FDN28,OUT045,975.4476
FDE34,OUT045,3272.268
FDR10,OUT045,2570.7273
FDC32,OUT017,1178.3737
DRG13,OUT046,2949.3767
FDP59,OUT049,1748.7104
NCT53,OUT010,128.30608
FDL57,OUT027,5899.996
FDN32,OUT010,309.74875
FDK09,OUT018,3316.9587
FDA52,OUT010,329.3458
FDC57,OUT049,3280.2573
FDI09,OUT035,4719.4
NCB07,OUT046,2641.9722
FDP26,OUT035,1788.7917
FDP40,OUT027,3066.5344
FDL15,OUT013,2686.5334
FDV07,OUT046,1982.8651
FDS03,OUT017,1362.487
FDE50,OUT049,3395.2686
FDQ15,OUT017,926.8056
FDQ33,OUT010,494.7967
FDT22,OUT013,1083.2784
